# ra	dec	mag	bv	bayer	flamsteed	constellation	pmra_mas	pmdec_mas
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
# pmra_mas is the PROJECTED motion cos(dec).d(ra)/dt, as the catalogue states it.
338.5121	-1.5742	5.89	+0.99		60	Aqr	36.0	-40.0
355.2871	-11.6806	5.89	+1.00				70.0	9.0
355.4863	7.2506	5.89	+0.10				-24.0	-42.0
5.1017	30.9358	5.90	-0.10				21.0	4.0
11.0504	-38.4217	5.90	+1.16	λ²		Scl	244.0	113.0
12.3079	-24.1364	5.90	+0.95				78.0	-51.0
27.7379	51.9333	5.90	+0.43				41.0	-120.0
38.2792	-34.6500	5.90	+1.06	λ¹		For	-15.0	-20.0
39.2383	38.7328	5.90	+0.48				145.0	-194.0
45.4754	26.4622	5.90	+0.14		49	Ari	-12.0	0.0
48.3500	48.1769	5.90	+0.97				30.0	-22.0
49.9825	27.0711	5.90	+0.86		59	Ari	-26.0	-75.0
53.1667	35.4617	5.90	-0.06				-10.0	1.0
56.6142	-29.3381	5.90	+0.12	σ		For	4.0	12.0
61.3342	22.0089	5.90	+0.62		39	Tau	169.0	-136.0
67.0975	14.7408	5.90	+0.32		76	Tau	108.0	-24.0
71.0221	-8.5036	5.90	-0.11		56	Eri	3.0	-2.0
77.8300	-2.4908	5.90	+0.46				79.0	1.0
80.8271	-8.4158	5.90	-0.03				3.0	-16.0
88.7458	31.7017	5.90	+0.14				-43.0	-176.0
89.6017	1.8369	5.90	+0.21		59	Ori	5.0	-8.0
97.5125	46.6856	5.90	+1.44		47	Aur	-6.0	3.0
100.9112	3.9322	5.90	-0.02				6.0	-6.0
108.5646	-9.9475	5.90	+1.52				-4.0	4.0
111.6763	-34.1408	5.90	-0.17				-27.0	0.0
113.0242	-8.8808	5.90	+0.54				-90.0	-157.0
116.8021	-22.5197	5.90	-0.19				-13.0	7.0
125.7079	-26.3481	5.90	+0.37				-7.0	8.0
128.2292	38.0164	5.90	+1.11				-103.0	-169.0
130.2721	-48.9225	5.90	-0.21				-5.0	7.0
153.4412	-40.3458	5.90	+1.21				-78.0	17.0
155.7762	33.9081	5.90	+0.14		27	LMi	-13.0	-5.0
157.9642	32.3794	5.90	+0.11		33	LMi	15.0	6.0
173.0829	-66.9622	5.90	+1.13				-4.0	-1.0
184.6679	-0.7872	5.90	+0.17		13	Vir	29.0	-16.0
193.4546	-60.3769	5.90	+0.20	κ		Cru	4.0	-21.0
198.2037	-66.2269	5.90	+0.06				24.0	6.0
204.3487	-46.4283	5.90	-0.12				-9.0	-33.0
208.2929	28.6481	5.90	+0.20				-125.0	27.0
214.6596	-18.7161	5.90	0.00				-59.0	-42.0
231.9642	60.6703	5.90	+1.44				-19.0	-2.0
241.1529	-37.8631	5.90	+0.40				-137.0	-117.0
268.0567	-34.7992	5.90	-0.10				4.0	-4.0
271.9563	26.0975	5.90	+0.14		100	Her	-2.0	33.0
277.3988	23.8661	5.90	-0.10				0.0	-7.0
281.6187	-0.9617	5.90	+0.13		5	Aql	13.0	-22.0
305.9350	37.4764	5.90	-0.20				4.0	-4.0
314.1079	49.1958	5.90	+1.04				9.0	7.0
315.9483	53.2861	5.90	+0.99				40.0	37.0
328.7979	-61.8864	5.90	+0.39				50.0	-84.0
340.4892	14.5164	5.90	+1.11				92.0	-21.0
342.0454	37.4167	5.90	+1.03				-55.0	-58.0
342.7592	85.3736	5.90	+1.32				3.0	107.0
357.4208	36.4253	5.90	+0.79				1.0	-48.0
10.1767	-4.3519	5.91	+1.10				-13.0	-13.0
21.0858	-6.9147	5.91	+0.41				42.0	3.0
27.1083	3.6856	5.91	+0.97				-6.0	17.0
33.6333	-41.1667	5.91	+0.97				-13.0	-28.0
43.9521	18.3317	5.91	+1.47	ρ²	45	Ari	-8.0	-17.0
49.5117	-28.7969	5.91	+0.33				185.0	-15.0
56.5396	6.8031	5.91	+0.99				19.0	-71.0
57.1621	0.2278	5.91	+1.23				63.0	-6.0
65.5950	20.8214	5.91	+1.66				1.0	1.0
78.2008	-6.0572	5.91	+0.96				27.0	-32.0
93.7854	13.8511	5.91	-0.23				23.0	6.0
93.7850	-20.2722	5.91	+1.32				5.0	30.0
106.8429	34.0094	5.91	+1.51				-28.0	-25.0
109.9483	7.1428	5.91	+0.53				60.0	-63.0
114.1446	5.8617	5.91	+0.60				-111.0	11.0
117.5996	-50.5097	5.91	+1.09				-60.0	-49.0
129.8233	52.7117	5.91	+1.17				-29.0	-28.0
133.1608	-48.3592	5.91	-0.15				-9.0	-6.0
142.1275	-66.7019	5.91	+0.01				-33.0	47.0
143.3592	-22.8639	5.91	+0.02				-49.0	60.0
152.5312	-8.4083	5.91	+0.02		17	Sex	-26.0	-1.0
158.1400	-44.6189	5.91	+0.92				-11.0	-32.0
159.5104	-57.2564	5.91	-0.14				-28.0	2.0
162.3504	-59.3236	5.91	0.00				-43.0	1.0
163.9267	0.7369	5.91	+0.42		55	Leo	106.0	0.0
164.2829	-50.7650	5.91	+0.18				-31.0	13.0
169.7292	1.6506	5.91	+1.04		76	Leo	-38.0	-55.0
178.7492	-63.2789	5.91	+0.19				-26.0	11.0
197.4492	16.8486	5.91	+1.45				-69.0	-12.0
197.9650	-69.9419	5.91	+0.42				36.0	6.0
197.5133	38.4989	5.91	+0.29		17	CVn	-70.0	44.0
203.6687	-13.2144	5.91	+0.02				-44.0	-10.0
206.8650	-50.2494	5.91	+0.29				58.0	13.0
205.6637	78.0644	5.91	+1.01				-62.0	49.0
209.1163	1.0506	5.91	+0.20		92	Vir	-26.0	14.0
209.8221	-50.3700	5.91	+0.96				11.0	-34.0
213.4200	-0.8456	5.91	+0.47				207.0	-141.0
219.5583	18.2983	5.91	+1.10				-29.0	-68.0
220.1767	13.5342	5.91	+0.21				55.0	-25.0
222.1850	-66.5939	5.91	-0.07				-21.0	-25.0
227.7846	-84.7875	5.91	-0.06	ω		Oct	-8.0	9.0
242.2454	3.4544	5.91	+1.47				-28.0	16.0
244.7967	49.0381	5.91	+1.37				-23.0	33.0
250.3471	-68.2961	5.91	-0.08	η¹		TrA	-6.0	-12.0
249.7717	-37.2175	5.91	0.00				-12.0	-47.0
252.3942	13.2614	5.91	+0.03				-29.0	-21.0
255.9617	-38.1522	5.91	+0.38				71.0	-23.0
259.8017	-59.6944	5.91	+1.37				-12.0	-8.0
259.7383	-34.9897	5.91	+1.04				1170.0	-164.0
282.4413	32.8128	5.91	-0.16	ν¹	8	Lyr	6.0	-8.0
290.0671	57.6453	5.91	+1.58				23.0	11.0
296.4162	7.6133	5.91	+0.18	υ	49	Aql	53.0	2.0
298.0300	47.9319	5.91	-0.18				-5.0	-7.0
300.2454	8.5581	5.91	+1.52				8.0	-9.0
304.0025	45.5794	5.91	+0.38				8.0	-52.0
309.5775	-81.2889	5.91	+1.71				-5.0	-30.0
307.3629	56.0681	5.91	-0.04				2.0	5.0
309.6463	23.6806	5.91	+0.98				15.0	-7.0
316.3721	78.1264	5.91	-0.07				20.0	29.0
343.7608	37.0769	5.91	+0.42				86.0	7.0
15.9042	61.0750	5.92	+0.49				-6.0	4.0
18.1892	-37.8564	5.92	+0.28				90.0	-34.0
24.1133	48.7228	5.92	+1.21				-12.0	-17.0
35.7275	-51.0922	5.92	+0.22				22.0	61.0
37.6350	25.2350	5.92	+0.41				66.0	-78.0
42.5617	-35.8436	5.92	+0.90	η²		For	58.0	21.0
43.3933	-38.4369	5.92	+0.44	ψ		For	63.0	31.0
53.6108	24.4644	5.92	+0.13		7	Tau	8.0	-24.0
65.0600	41.8081	5.92	+0.94				11.0	-26.0
69.5658	20.6847	5.92	-0.05				-15.0	-7.0
75.4596	0.7222	5.92	+1.27				1.0	-12.0
88.7362	19.7497	5.92	-0.17		57	Ori	-3.0	-4.0
94.0321	-16.6178	5.92	-0.17				-2.0	8.0
100.1342	71.7489	5.92	+1.19				-2.0	15.0
101.3450	-31.7936	5.92	+0.48				-220.0	-320.0
104.1075	9.9564	5.92	-0.08				-15.0	-14.0
108.0508	-25.9425	5.92	-0.17		26	CMa	-9.0	11.0
109.3904	52.1308	5.92	+1.26				-1.0	-25.0
114.1958	55.7553	5.92	+1.12				-15.0	-35.0
114.4746	48.7736	5.92	+0.22				-26.0	-32.0
116.6671	65.4558	5.92	+1.18		51	Cam	27.0	18.0
138.3938	-47.3386	5.92	-0.05				-16.0	3.0
142.1958	-62.2731	5.92	+1.10				-76.0	31.0
159.7475	-58.8169	5.92	+1.65				-86.0	12.0
163.8217	-60.5169	5.92	+1.08				-36.0	84.0
183.0917	-62.9508	5.92	+0.29				-7.0	2.0
185.4896	-56.3747	5.92	+1.57				-8.0	-12.0
210.8592	-56.2136	5.92	+1.22				-83.0	-31.0
218.1354	22.2600	5.92	+0.35		26	Boo	-127.0	39.0
236.6450	55.4747	5.92	+1.39				-125.0	76.0
241.5263	-23.6064	5.92	-0.08				-13.0	-28.0
243.5929	-33.0114	5.92	+1.02				-15.0	-34.0
246.3963	-23.4461	5.92		ρ	5	Oph	-7.0	-17.0
250.4029	26.9169	5.92	+0.40		39	Her	2.0	-44.0
261.8017	-50.6303	5.92	+0.08				-7.0	-4.0
267.6175	-53.6122	5.92	-0.08				-14.0	-6.0
276.9563	-29.8164	5.92	+0.52				-3.0	32.0
288.6654	-45.1933	5.92	+0.90				59.0	-36.0
296.0771	69.3369	5.92	+0.05				16.0	-23.0
298.0500	-19.0450	5.92	+0.98		57	Sgr	2.0	-58.0
299.8354	45.7722	5.92	+0.16				20.0	-21.0
303.0029	26.4789	5.92	-0.11		20	Vul	8.0	-11.0
333.0333	24.9500	5.92	+1.51				-4.0	-22.0
342.5908	41.9536	5.92	+0.08		14	Lac	10.0	0.0
349.1654	-44.4892	5.92	+1.06				-4.0	-7.0
8.2933	54.8950	5.93	+1.04				71.0	-42.0
8.8867	-0.5056	5.93	+0.44		14	Cet	146.0	-66.0
12.0725	7.3000	5.93	+1.10		62	Psc	111.0	4.0
21.2721	-64.3694	5.93	+1.56				23.0	-19.0
22.5954	-26.2078	5.93	+1.34				45.0	2.0
30.9508	-0.3403	5.93	+0.88		61	Cet	79.0	-46.0
32.8992	-1.8253	5.93	+0.97		63	Cet	-8.0	-31.0
48.1075	-44.4197	5.93	+0.44				93.0	-17.0
50.4692	49.0708	5.93	+0.43				191.0	-70.0
51.5938	-27.3175	5.93	+0.94				8.0	49.0
58.3888	-46.8936	5.93	+1.24				34.0	-43.0
60.1696	-30.4908	5.93	+0.04				52.0	4.0
83.5167	-1.4706	5.93	+1.55				-12.0	-33.0
85.2733	0.3378	5.93	+0.30				15.0	28.0
91.1675	-45.0789	5.93	+0.49				-70.0	255.0
92.3850	22.1900	5.93	+1.63				-18.0	-13.0
97.5471	-10.0814	5.93	+1.38				-11.0	2.0
97.6929	-27.7694	5.93	-0.15				-7.0	11.0
101.6350	8.5872	5.93	-0.17		16	Mon	-6.0	-7.0
105.8767	29.3372	5.93	+0.60				153.0	-826.0
111.7346	20.2572	5.93	+0.30		61	Gem	-5.0	-19.0
115.0567	-19.6608	5.93	+1.16				7.0	11.0
117.3112	-35.2433	5.93	-0.05				1.0	9.0
122.5158	58.2481	5.93	+1.39				-23.0	-75.0
137.2129	33.8822	5.93	+0.60				-187.0	-114.0
142.8842	-31.8719	5.93	+0.26	ζ²		Ant	-39.0	1.0
149.3067	57.4183	5.93	+0.89				32.0	-59.0
148.4592	-51.1469	5.93	-0.15				-5.0	-10.0
162.1692	-1.9589	5.93	+1.60				-12.0	8.0
163.3779	69.8539	5.93	+0.99				-398.0	-67.0
163.6233	-61.8267	5.93	+1.75				3.0	-4.0
178.9171	-28.4769	5.93	+1.50				4.0	-26.0
190.9087	-1.5769	5.93	+0.86				50.0	-76.0
193.2663	-54.9525	5.93	+1.31				-119.0	11.0
194.1312	-72.1853	5.93	+1.13				-27.0	-11.0
225.0492	-77.1603	5.93	+1.05				-3.0	4.0
224.8462	4.5678	5.93	+1.60				5.0	-8.0
225.3629	60.2044	5.93	+0.09				-17.0	15.0
234.1221	16.1189	5.93	+0.29	τ⁵	18	Ser	76.0	-7.0
240.5229	52.9158	5.93	+1.48				-2.0	-34.0
255.9138	13.6053	5.93	0.00				-23.0	-35.0
260.7288	-37.2206	5.93	+1.08				33.0	-26.0
264.3633	-50.0600	5.93	+1.10				-9.0	-99.0
284.0025	-23.1736	5.93	-0.02				-2.0	-9.0
285.9892	-51.0186	5.93	+1.24				28.0	-146.0
288.1529	21.5544	5.93	+0.03				5.0	-2.0
291.2671	-29.3092	5.93	+1.26				2.0	-51.0
304.3804	66.8539	5.93	+0.58				466.0	300.0
305.6887	41.0261	5.93	+1.60				1.0	-47.0
311.5417	-21.5142	5.93	+0.04		17	Cap	24.0	-21.0
322.2496	22.1794	5.93	+1.53				45.0	11.0
329.7225	62.6983	5.93	+1.67				4.0	26.0
335.8838	-7.1944	5.93	+1.00				-1.0	7.0
340.0767	53.8461	5.93	+0.93				1.0	-14.0
349.8504	-18.0753	5.93	+1.52				4.0	9.0
358.2317	-3.1556	5.93	+1.07		24	Psc	75.0	-46.0
1.9450	-22.5089	5.94	+0.14				52.0	-44.0
3.4254	-26.0219	5.94	+1.55				26.0	-69.0
7.5829	59.9772	5.94	+0.01				17.0	-12.0
11.2379	-42.6767	5.94	+0.28				-86.0	-102.0
17.9312	-2.2511	5.94	+1.40		34	Cet	-62.0	-26.0
24.6142	-36.5283	5.94	+1.05				-18.0	-128.0
27.1621	37.9528	5.94	+0.97				112.0	-29.0
27.7167	11.0433	5.94	+0.30				-70.0	-27.0
27.7271	-50.2061	5.94	+0.14				-42.0	-3.0
30.6467	13.4767	5.94	+1.59				16.0	-10.0
52.6892	6.1886	5.94	+0.96				45.0	-16.0
64.3300	-6.4719	5.94	+1.08				-19.0	2.0
68.3779	72.5286	5.94	+0.30				27.0	-89.0
66.2721	-61.2383	5.94	+1.54				-24.0	14.0
69.1008	64.2617	5.94	-0.03				-26.0	-9.0
75.5950	-31.7714	5.94	+1.17				-2.0	82.0
81.1604	31.1431	5.94	+0.04				-11.0	-7.0
81.7037	34.3917	5.94	+0.14				7.0	-11.0
82.6088	15.3603	5.94	+0.14				-27.0	-50.0
84.2683	11.0350	5.94	+1.58				51.0	-18.0
86.6267	56.1156	5.94	+0.17		26	Cam	19.0	-56.0
88.0846	-57.1561	5.94	+0.66				24.0	-78.0
95.5150	59.3722	5.94			4	Lyn	-1.0	4.0
99.4225	61.4811	5.94	+0.89		8	Lyn	-209.0	-274.0
105.6062	17.7556	5.94	+1.63				16.0	31.0
108.7379	-41.4258	5.94	-0.16				9.0	22.0
115.3967	3.6247	5.94	-0.04				15.0	-25.0
129.5792	32.8019	5.94	+1.12				-24.0	-10.0
143.2325	-13.5169	5.94	+1.50				-8.0	3.0
144.8663	67.2722	5.94	+1.52				-26.0	-40.0
150.5000	-60.4208	5.94	+0.26				-19.0	6.0
171.7896	-12.3567	5.94	+0.49	κ	16	Crt	-97.0	26.0
172.6296	43.1733	5.94	+0.49		58	UMa	-50.0	83.0
197.4387	-10.3294	5.94	+1.49		50	Vir	-8.0	-12.0
206.5792	38.5039	5.94	+0.94				-51.0	-2.0
214.8496	-37.0036	5.94	+0.08				-47.0	-59.0
217.4604	0.8289	5.94	+0.16				10.0	2.0
221.7713	-38.2908	5.94	+1.33				52.0	-90.0
236.0942	-41.8194	5.94	0.00				-28.0	-47.0
238.7512	-19.3831	5.94	-0.01		47	Lib	-16.0	-20.0
244.7517	-14.8725	5.94	+1.52				-28.0	15.0
248.1071	60.8233	5.94	+0.02				22.0	-10.0
253.5021	-57.9094	5.94	+1.59				-32.0	-126.0
254.1196	-52.2839	5.94	-0.08				-45.0	-46.0
259.5971	38.8114	5.94	+1.00				-14.0	77.0
262.1612	-55.1697	5.94	+1.11				-17.0	-12.0
261.6925	34.6958	5.94	-0.01				-24.0	47.0
264.4008	-15.5711	5.94	+0.37				-9.0	-1.0
266.9033	-14.7258	5.94	+0.05				-19.0	-20.0
270.7708	-8.1803	5.94		τ	69	Oph	29.0	-37.0
277.9875	-1.0031	5.94	+0.16		61	Ser	10.0	-6.0
279.4767	-21.3978	5.94	+0.19				0.0	-67.0
295.6858	32.4267	5.94	+0.11				4.0	3.0
297.5575	-47.5572	5.94	+1.70				-17.0	-8.0
307.4746	-18.5833	5.94	+0.08	ο	12	Cap	26.0	-82.0
315.6133	-38.5306	5.94	+1.11				163.0	-158.0
316.3612	5.9583	5.94	+0.54		4	Equ	-90.0	-129.0
321.4458	36.6675	5.94	-0.08		69	Cyg	6.0	-5.0
326.1304	14.7719	5.94	+0.59				234.0	-119.0
340.4004	41.5494	5.94					148.0	65.0
345.3821	-4.7114	5.94	+1.00				19.0	9.0
347.6133	43.5442	5.94	+0.44		6	And	-191.0	-191.0
357.5612	-9.9742	5.94	+1.13				140.0	76.0
17.6400	2.4456	5.95	+1.51		33	Cet	0.0	-15.0
41.2071	67.8247	5.95	+0.10				15.0	-33.0
43.3971	-22.3764	5.95	+1.04				90.0	-80.0
45.1837	10.8703	5.95	+1.59				80.0	-39.0
47.9283	81.4706	5.95	+0.15				-40.0	-9.0
62.2567	13.3983	5.95	+0.05				16.0	-14.0
75.0763	39.3947	5.95	+0.41		5	Aur	-17.0	4.0
86.6458	1.1681	5.95	+0.78				-73.0	-148.0
108.9296	-10.5839	5.95	+1.18				11.0	-7.0
111.9288	-22.8597	5.95	-0.09				-5.0	-17.0
120.4058	-37.2836	5.95	+0.14				-17.0	8.0
121.1767	-50.5906	5.95	+1.21				-1.0	1.0
125.8408	18.3322	5.95	+0.17		20	Cnc	-54.0	-28.0
127.1554	14.2108	5.95	+0.19		29	Cnc	-14.0	-11.0
133.1492	28.3308	5.95	+0.87	ρ¹	55	Cnc	-484.0	-234.0
136.3504	48.5303	5.95	+0.45				-12.0	-16.0
137.6612	30.9631	5.95	+1.67				-21.0	-34.0
148.4287	5.9583	5.95	+1.66				-8.0	-6.0
156.2475	-58.5764	5.95	+0.32				-77.0	9.0
162.7725	-3.0925	5.95	+1.48				-46.0	-6.0
165.9025	-0.0008	5.95	+1.22		62	Leo	-57.0	1.0
173.1979	-7.8275	5.95	+1.38				-7.0	4.0
173.6771	16.7969	5.95	-0.16		90	Leo	-11.0	3.0
182.4221	1.8978	5.95	+1.12		10	Vir	43.0	-178.0
186.2987	-11.6103	5.95	+0.03				-65.0	-23.0
187.9825	-63.5061	5.95	+0.27				-63.0	8.0
191.2479	39.2789	5.95	+0.55		10	CVn	-355.0	139.0
206.6804	25.7022	5.95	+0.49		3	Boo	-20.0	-61.0
208.9112	-82.6661	5.95	+1.46				-36.0	-23.0
216.0037	8.2436	5.95	+0.06				3.0	-25.0
228.9742	-48.0742	5.95	+0.21				18.0	-32.0
235.4775	-76.0819	5.95	-0.04				-18.0	-41.0
234.9854	-59.9083	5.95	+0.48				-122.0	-220.0
262.8458	-56.9206	5.95	-0.08				-18.0	8.0
265.3846	6.3128	5.95	+1.26				-5.0	-10.0
268.1475	1.3050	5.95	+1.58				-47.0	-17.0
271.5987	-36.0197	5.95	+0.62				110.0	15.0
272.6317	54.2867	5.95	+0.94				104.0	245.0
273.8038	-20.3881	5.95	+0.02		16	Sgr	-2.0	1.0
277.3313	-80.2328	5.95	+1.16				-37.0	-62.0
273.8208	68.7558	5.95	+1.06		37	Dra	15.0	-61.0
296.9525	25.3839	5.95	+0.99				82.0	-26.0
300.0663	-37.7022	5.95	+1.00				18.0	-20.0
305.0008	13.5481	5.95	+0.31				12.0	-4.0
310.0129	43.4586	5.95	+1.19				-70.0	-63.0
318.9258	77.0122	5.95	+1.50				13.0	10.0
326.2221	62.4606	5.95	+0.31				-7.0	-2.0
330.7658	-76.1186	5.95	+0.39				22.0	-80.0
332.9638	16.0406	5.95	+0.95				-8.0	-19.0
334.7533	-13.3050	5.95	+1.06		45	Aqr	79.0	-12.0
337.4417	-27.1072	5.95	+0.33				123.0	-12.0
341.0217	39.4656	5.95	+1.48				7.0	-21.0
354.7933	75.2928	5.95	+0.13				12.0	11.0
356.6529	66.7822	5.95	-0.04				4.0	1.0
1.5667	58.4367	5.96	+0.67				263.0	30.0
21.5775	43.4578	5.96	+0.49				103.0	-60.0
33.1562	24.1678	5.96	+1.37				41.0	-6.0
49.4408	39.2833	5.96	+0.07				22.0	-20.0
51.4008	-69.3364	5.96	+0.42				-2.0	63.0
52.8367	27.5719	5.96					41.0	-29.0
54.7546	-5.6261	5.96	+0.92		21	Eri	-15.0	-205.0
67.1625	-19.4583	5.96	+1.22				28.0	-90.0
67.6679	-35.6536	5.96	+1.00				0.0	31.0
76.1658	74.0669	5.96					13.0	-16.0
79.0758	34.3119	5.96	+0.22				8.0	30.0
79.7100	-18.1300	5.96	+0.58				381.0	58.0
84.8267	29.2153	5.96	+0.16				12.0	-4.0
84.6575	-6.5739	5.96	-0.23				-15.0	3.0
89.0596	-22.8403	5.96	+1.11				119.0	21.0
90.4296	48.9594	5.96	+1.45				5.0	-15.0
102.9262	-36.2303	5.96	+0.18				-48.0	-64.0
105.0987	-8.4069	5.96	-0.08				-9.0	1.0
106.8054	-51.9678	5.96	+1.00				-8.0	57.0
108.1071	-36.5444	5.96	-0.14				-22.0	4.0
112.6287	-54.3994	5.96	+1.56				18.0	21.0
125.7250	-7.5433	5.96	+1.67				-23.0	2.0
128.4096	-38.8489	5.96	-0.14				-34.0	6.0
128.8700	-26.8436	5.96	+0.37				-22.0	14.0
134.1421	-16.7094	5.96	+1.54				-10.0	-47.0
138.9692	72.9461	5.96	+0.18				-85.0	-63.0
155.2642	68.7475	5.96	+0.20				-53.0	-38.0
154.6175	-41.6683	5.96	-0.06				-27.0	6.0
174.4517	-67.6203	5.96	+1.02				-83.0	-7.0
175.1775	-53.9686	5.96	+1.66				4.0	-19.0
179.8233	33.1675	5.96	+1.15				4.0	3.0
181.2379	-60.9692	5.96	+1.67				-38.0	-32.0
195.2900	17.1231	5.96	+0.96		38	Com	-5.0	-25.0
207.4396	61.4892	5.96	+0.96				65.0	-99.0
226.6387	-30.9189	5.96	-0.08				-16.0	-38.0
251.1658	-53.1525	5.96	+1.26				-9.0	-18.0
253.4271	-43.0508	5.96	+1.73				-16.0	-27.0
258.8996	-38.5939	5.96	+0.58				-182.0	-412.0
258.9233	23.7428	5.96	+1.31				-25.0	22.0
267.8867	-40.7725	5.96	+1.59				-28.0	-53.0
268.4787	-34.7525	5.96	-0.01				21.0	-3.0
268.6133	-34.4664	5.96	-0.01				10.0	6.0
277.4450	-14.5817	5.96	-0.04				21.0	25.0
292.7954	-68.4339	5.96	+1.64				13.0	-19.0
293.4233	49.2625	5.96	+1.64				5.0	-3.0
295.4538	50.5253	5.96	+0.64		16	Cyg	-149.0	-153.0
299.6196	63.5342	5.96	+0.09				-5.0	-26.0
300.8183	18.5006	5.96	+1.42				15.0	-31.0
307.3646	81.0914	5.96	+0.92		74	Dra	64.0	222.0
314.1446	44.9250	5.96	+0.05				-5.0	8.0
318.3287	-36.4239	5.96	+0.98				29.0	-13.0
319.7167	11.2033	5.96	+1.65				26.0	15.0
331.1533	-26.8225	5.96	-0.14				17.0	-15.0
353.7058	-15.2458	5.96	+1.36				51.0	-79.0
5.3692	-77.4269	5.97	+1.40				2.0	-10.0
14.6296	66.3522	5.97	-0.02				43.0	-6.0
20.8537	20.4689	5.97	+1.71				-9.0	-7.0
24.9200	16.4058	5.97	+1.12		105	Psc	77.0	-15.0
44.0575	8.3817	5.97	+0.48				68.0	-87.0
58.2917	17.3269	5.97	+0.34				142.0	-30.0
71.6850	40.3128	5.97	+0.93				-1.0	-29.0
73.1963	27.8975	5.97	+0.37				41.0	-32.0
76.8542	-12.4906	5.97	+0.60				140.0	-80.0
87.1454	-4.0947	5.97	+0.64				62.0	-225.0
87.5546	4.4233	5.97	+1.36				5.0	-39.0
88.0317	-9.0414	5.97	+0.10				-27.0	52.0
97.0608	70.5356	5.97					2.0	23.0
99.1946	-13.3208	5.97	+1.56				11.0	-23.0
99.9483	12.9831	5.97	+0.06				-34.0	-1.0
104.7375	3.6022	5.97	+1.06				-2.0	-4.0
105.8246	9.1383	5.97	+0.12				-23.0	6.0
108.8375	-52.4997	5.97	+1.10				-58.0	103.0
111.4625	-5.7750	5.97	+0.92				-29.0	-4.0
125.3000	-57.9731	5.97	-0.09				-7.0	9.0
126.4650	-64.6008	5.97	+0.96				-12.0	7.0
138.8096	34.6336	5.97	+0.86				-148.0	53.0
139.3800	46.8172	5.97	+0.04				17.0	14.0
147.3671	-37.1864	5.97	+1.24				-84.0	23.0
154.1346	23.5031	5.97	+0.67		35	Leo	-205.0	36.0
155.8604	-4.0742	5.97	-0.10		25	Sex	-50.0	5.0
160.4638	-79.7833	5.97	-0.07				-31.0	10.0
185.0446	-22.1756	5.97	+0.82				-109.0	-25.0
201.5475	-1.1925	5.97	+0.19				-111.0	4.0
210.2175	-66.2686	5.97	+0.35				-136.0	-16.0
217.7950	-38.8697	5.97	+1.06				5.0	23.0
233.8179	53.9219	5.97	+1.18				-11.0	-4.0
242.2967	6.3789	5.97	+1.00				236.0	-738.0
255.1538	-35.9342	5.97	+1.16				-13.0	-70.0
257.1979	-30.4036	5.97	+0.25				-15.0	-62.0
269.2679	0.0664	5.97	+0.10				28.0	-16.0
270.9683	-24.3606	5.97	0.00		9	Sgr	2.0	3.0
286.7317	-48.2992	5.97	-0.02				16.0	-16.0
286.4217	-15.6603	5.97	-0.02				3.0	-7.0
295.0296	-23.4286	5.97	+1.04				26.0	2.0
309.7708	15.8381	5.97	-0.14				1.0	-17.0
315.3038	36.0261	5.97	+0.98				-5.0	-5.0
323.0608	-33.9447	5.97	+0.05		6	PsA	-1.0	-4.0
321.2071	80.5247	5.97	+0.92				44.0	-16.0
338.9021	-23.9911	5.97	+0.99				39.0	-6.0
340.2038	-57.4222	5.97	+1.46				55.0	-7.0
342.8371	-29.5361	5.97	+0.91		21	PsA	-4.0	-11.0
345.6846	-20.8706	5.97	+0.94				-58.0	-117.0
354.9796	9.6772	5.97	+0.20				99.0	-11.0
357.4142	28.8425	5.97	+0.19		79	Peg	61.0	24.0
359.2650	42.6583	5.97	+0.69				8.0	-1.0
359.3329	-62.9564	5.97	+0.11				82.0	18.0
6.8113	-25.5472	5.98	+1.03				36.0	-19.0
10.6742	-60.2625	5.98	+1.32				255.0	-45.0
14.5592	33.9508	5.98	+1.00				35.0	-72.0
15.7263	41.3450	5.98	+0.16		39	And	-20.0	-10.0
18.5317	16.1336	5.98	-0.08		87	Psc	-27.0	-26.0
34.5187	57.5167	5.98	+1.05		7	Per	-19.0	6.0
40.3917	-14.5494	5.98	+0.43				-32.0	42.0
47.6621	11.8725	5.98	-0.06				41.0	-26.0
53.4125	54.9747	5.98	+0.11				-48.0	-5.0
66.2379	19.0417	5.98	+0.37				105.0	-44.0
87.6250	2.0244	5.98	+0.91				1.0	-15.0
88.1671	33.9175	5.98	+1.60				20.0	8.0
90.2925	31.0347	5.98	+0.08				-1.0	9.0
96.3046	7.0858	5.98	+1.22				17.0	4.0
95.9071	-52.1811	5.98	+1.04				-25.0	-23.0
105.9650	12.5944	5.98	+1.58				2.0	1.0
125.1679	72.4072	5.98	+1.54				4.0	-25.0
124.5996	-12.6319	5.98	+0.76				267.0	-979.0
125.1337	24.0222	5.98	-0.03	λ	19	Cnc	-23.0	-21.0
126.4817	-14.9297	5.98	+0.17				-10.0	40.0
126.2383	-42.7694	5.98	-0.17				-11.0	19.0
137.1971	26.6292	5.98	+0.66		75	Cnc	-136.0	-368.0
144.3679	-36.0958	5.98	+1.12				-35.0	-1.0
152.6579	-41.7150	5.98	+1.24				50.0	-120.0
173.6229	-32.8314	5.98	+0.81				-674.0	826.0
