# ra	dec	mag	bv	bayer	flamsteed	constellation	pmra_mas	pmdec_mas
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
# pmra_mas is the PROJECTED motion cos(dec).d(ra)/dt, as the catalogue states it.
119.9067	-60.5869	5.17	+1.74				3.0	11.0
126.3792	-51.7281	5.17	-0.16				-41.0	-12.0
145.7383	72.2525	5.17	+1.04		27	UMa	-26.0	-30.0
171.4300	-63.9728	5.17	+0.50				-313.0	-78.0
174.8725	-65.3978	5.17	+0.80				-42.0	-6.0
193.6533	-57.1683	5.17	-0.12	μ²		Cru	-35.0	-1.0
226.2008	-64.0317	5.17	+0.93	η		Cir	99.0	4.0
231.4475	15.4281	5.17	+1.66	τ¹	9	Ser	-13.0	-7.0
232.1592	1.8422	5.17	+0.23		10	Ser	-83.0	-29.0
233.6108	-9.1833	5.17	-0.09				-16.0	-23.0
283.1650	-52.1075	5.17	+0.94	κ		Tel	41.0	-103.0
294.1579	44.6950	5.17	+0.93				-101.0	-102.0
294.7983	5.3978	5.17	+0.03	σ	44	Aql	1.0	-1.0
304.6629	34.9828	5.17	+0.65		35	Cyg	1.0	-3.0
313.9029	13.7214	5.17	+1.12		17	Del	21.0	-14.0
325.7667	72.3203	5.17	+1.05				-44.0	-38.0
5.2804	37.9686	5.18	+0.42	ρ	27	And	60.0	-40.0
5.3800	-28.9817	5.18	+1.00	ι		Scl	40.0	-74.0
25.7329	70.6225	5.18	-0.04		42	Cas	77.0	-13.0
41.2400	12.4458	5.18	+0.24		38	Ari	122.0	-84.0
77.9233	16.0456	5.18	+1.49				5.0	7.0
84.9342	25.8969	5.18	-0.15		125	Tau	12.0	-24.0
105.6033	24.2153	5.18	+0.94	ω	42	Gem	-9.0	-1.0
116.6637	37.5175	5.18	+1.58				27.0	14.0
117.4217	-17.2283	5.18	+1.28		6	Pup	52.0	-117.0
134.7179	-47.2347	5.18	+0.25				-86.0	54.0
160.8871	46.2039	5.18	+0.33				-269.0	-66.0
169.3225	2.0106	5.18	+1.52		75	Leo	56.0	-140.0
179.0037	-17.1508	5.18	-0.02	η	30	Crt	-51.0	-6.0
181.9575	-75.3669	5.18	+1.30				-98.0	19.0
186.0771	26.0986	5.18	+0.08		13	Com	-16.0	-11.0
270.3746	21.5953	5.18	+0.95		95	Her	11.0	32.0
290.7121	26.2625	5.18	-0.12		3	Vul	-1.0	-10.0
303.5604	28.6947	5.18	+0.18		21	Vul	14.0	-22.0
316.6029	-32.3417	5.18	+1.10				-1.0	10.0
319.8425	64.8719	5.18	-0.04		6	Cep	6.0	4.0
325.3871	-14.0475	5.18	+0.65		42	Cap	-118.0	-307.0
356.8167	-50.2267	5.18	-0.19	σ		Phe	11.0	-29.0
357.8388	-18.9089	5.18	-0.14		108	Aqr	21.0	0.0
7.5946	-23.7878	5.19	+0.12				-24.0	13.0
12.5317	-10.6444	5.19	+0.50	φ²	19	Cet	-226.0	-229.0
36.1037	50.0067	5.19	+0.98		64	And	24.0	-39.0
64.1796	53.6119	5.19	+0.05				-17.0	2.0
73.6954	11.4261	5.19	+0.12		6	Ori	-9.0	32.0
82.9704	-76.3411	5.19	+1.13	γ		Men	111.0	283.0
100.4850	-9.1672	5.19	+1.53				43.0	-40.0
111.0354	40.6722	5.19	+1.23		66	Aur	-6.0	-23.0
129.9900	-53.0550	5.19	-0.14				-22.0	12.0
196.9742	-10.7403	5.19	+1.14		49	Vir	17.0	-6.0
236.6667	62.5994	5.19	+0.04				39.0	-55.0
299.9800	37.0428	5.19	-0.17		25	Cyg	6.0	1.0
339.6625	63.5844	5.19	+0.06		30	Cep	-3.0	-25.0
8.8121	-3.5928	5.20	+0.56		13	Cet	413.0	-26.0
35.6358	-23.8164	5.20	+0.60	κ		For	200.0	-62.0
61.6517	27.6000	5.20	-0.13		41	Tau	19.0	-53.0
76.8917	-63.3997	5.20	+1.65				15.0	-47.0
88.7408	59.8883	5.20	+0.02		31	Cam	1.0	-19.0
93.7121	19.1564	5.20	+0.44		71	Ori	-98.0	-188.0
96.8075	0.2992	5.20	+1.18				7.0	-8.0
99.7050	39.9025	5.20	-0.07	ψ³	52	Aur	-9.0	-12.0
101.1183	-31.0706	5.20	-0.12		10	CMa	-15.0	8.0
105.4850	-5.7222	5.20	+1.68				-16.0	1.0
106.0117	-42.3372	5.20	+0.20				-8.0	72.0
108.9788	59.6375	5.20	+1.07		18	Lyn	-101.0	-259.0
125.3375	-36.4844	5.20	-0.19				-5.0	-3.0
130.0804	-40.2642	5.20	-0.01				-44.0	-4.0
129.7717	-70.3869	5.20	+0.01	θ		Vol	18.0	-40.0
134.3121	15.3228	5.20	+0.15	ο¹	62	Cnc	56.0	17.0
134.8858	32.4186	5.20	+0.93	σ³	64	Cnc	-45.0	-35.0
146.6321	57.1281	5.20	+1.62				4.0	34.0
174.0117	69.3228	5.20	+1.01		2	Dra	111.0	-127.0
223.8942	-60.1142	5.20	+1.16				-125.0	-115.0
226.6567	-16.2569	5.20	+1.58	ν	21	Lib	-33.0	-22.0
237.6738	15.1336	5.20					-5.0	-41.0
245.5892	33.7992	5.20	+1.60	ν¹	20	CrB	7.0	-37.0
247.7058	-61.6336	5.20	+1.23				-13.0	-13.0
259.5029	-24.2869	5.20	+1.10	ο	39	Oph	-54.0	-8.0
281.8708	-5.7050	5.20	+1.47				-41.0	-28.0
307.8767	74.9547	5.20	+0.07		73	Dra	5.0	-15.0
338.6733	-20.7083	5.20	+0.44	υ	59	Aqr	222.0	-145.0
350.6633	-15.0392	5.20	+0.20		97	Aqr	112.0	19.0
16.9496	-41.4869	5.21	+0.16	υ		Phe	38.0	10.0
40.1650	-54.5500	5.21	+0.40	ζ		Hor	36.0	-1.0
91.0563	-6.7092	5.21	-0.06				-5.0	-3.0
96.7037	58.4172	5.21	+1.53		5	Lyn	-5.0	-9.0
100.6013	17.6453	5.21	+0.06		26	Gem	5.0	-87.0
122.3996	-44.1228	5.21	-0.19				-7.0	0.0
132.4646	-32.7806	5.21	+0.87				2.0	-49.0
157.3696	-2.7392	5.21	-0.06	δ	29	Sex	-48.0	-14.0
180.5283	43.0456	5.21	+0.26		67	UMa	-326.0	70.0
185.1404	-22.2158	5.21	-0.10	ζ	5	Crv	-95.0	-28.0
203.2421	-10.1650	5.21	+0.96		76	Vir	-29.0	-36.0
221.7554	-52.3836	5.21	+0.98				-16.0	-82.0
276.8021	0.1961	5.21	+0.50		59	Ser	-8.0	-2.0
316.7275	38.7458	5.21	+1.18		61	Cyg	4136.0	3203.0
339.6579	56.7958	5.21	+1.58				53.0	-29.0
12.6717	-50.9869	5.22	+0.36	ρ		Phe	67.0	39.0
31.3800	76.1150	5.22	+0.95		49	Cas	-22.0	-21.0
42.3229	17.4642	5.22	-0.06	π	42	Ari	-1.0	-15.0
63.6512	10.0111	5.22	-0.10				2.0	-26.0
89.7067	0.5531	5.22	+0.01		60	Ori	-13.0	2.0
96.0429	-11.5303	5.22	+1.24				-54.0	-35.0
97.3688	-56.8528	5.22	+1.09				-40.0	31.0
101.9150	48.7894	5.22	+1.12	ψ6	57	Aur	-1.0	6.0
111.9350	21.4450	5.22	+0.39		63	Gem	-58.0	-121.0
133.9154	27.9275	5.22	+1.00	ρ²	58	Cnc	-10.0	-30.0
171.3725	-36.0631	5.22	+0.99				-113.0	20.0
175.4333	-32.4997	5.22	+1.48				4.0	-42.0
191.4046	7.6733	5.22	+0.33		32	Vir	-107.0	4.0
197.4971	17.5294	5.22	+0.45	α	42	Com	-431.0	136.0
197.4971	17.5294	5.22		α	42	Com	-430.0	136.0
198.9950	-19.9431	5.22	+1.03		57	Vir	306.0	-116.0
199.1938	9.4242	5.22	+0.59		59	Vir	-334.0	190.0
243.4621	-11.8375	5.22	+1.42	χ	17	Sco	-10.0	-6.0
252.8904	-41.2306	5.22	+0.07				1.0	-1.0
284.2567	32.9014	5.22	+0.59				172.0	-157.0
287.2496	6.0733	5.22	+0.35		19	Aql	-6.0	-76.0
300.5058	24.9381	5.22	+0.36		16	Vul	88.0	70.0
309.8183	-14.9547	5.22	-0.12	τ	14	Cap	7.0	-22.0
352.8225	39.2364	5.22	+1.02		14	And	289.0	-80.0
7.5304	29.7517	5.23	+0.24		28	And	41.0	-54.0
20.2808	28.7381	5.23	+1.39		91	Psc	27.0	-78.0
30.5117	2.7636	5.23		α	113	Psc	33.0	-5.0
44.6750	-2.7825	5.23	0.00				-30.0	-56.0
51.1687	64.5861	5.23	+2.08				-5.0	1.0
54.0725	-17.4669	5.23	-0.13		20	Eri	29.0	-10.0
61.7521	29.0014	5.23	+0.34	ψ	42	Tau	-92.0	7.0
69.4004	-2.4733	5.23	+0.28		51	Eri	42.0	-61.0
80.4517	41.8044	5.23	-0.15	ρ	20	Aur	18.0	-37.0
97.9513	11.5444	5.23	+0.15				13.0	32.0
116.8812	-46.6086	5.23	-0.14				-2.0	4.0
122.4300	-47.9375	5.23	-0.21				3.0	1.0
130.4871	-45.4108	5.23	+0.21				-3.0	-2.0
135.4358	-52.1883	5.23	-0.12				-7.0	18.0
149.7179	-35.8911	5.23	+0.31	η		Ant	-87.0	-20.0
161.6238	-64.2633	5.23	-0.07				-8.0	12.0
161.7396	-56.7572	5.23	-0.08				-16.0	-2.0
168.1883	-64.1697	5.23	-0.06				-50.0	7.0
214.9646	-61.2731	5.23	+0.29				-171.0	-93.0
237.5729	2.1964	5.23	+1.02	ω	34	Ser	31.0	-51.0
246.9312	-7.5981	5.23	+1.72				14.0	-155.0
261.5000	-50.6336	5.23	+1.06	κ		Ara	7.0	1.0
263.7479	61.8750	5.23	+0.61		26	Dra	260.0	-507.0
284.7738	13.6225	5.23	+0.53		11	Aql	14.0	-123.0
286.8567	32.5017	5.23	+0.34		17	Lyr	130.0	23.0
314.7683	4.2936	5.23	+0.46	ε	1	Equ	-109.0	-148.0
11.1850	-22.0061	5.24	+0.33				-66.0	83.0
18.4329	7.5753	5.24	+0.32	ζ	86	Psc	144.0	-56.0
25.6242	20.2686	5.24	+0.84		107	Psc	-296.0	-672.0
49.5537	-62.5064	5.24	+0.60	ζ²		Ret	1336.0	645.0
56.9150	-23.8747	5.24	+0.07	τ7	28	Eri	43.0	48.0
65.4721	-63.3864	5.24	+0.96	η		Ret	89.0	173.0
98.0888	-37.6967	5.24	+1.00				65.0	-77.0
119.8683	-39.2972	5.24	+0.39				-82.0	-43.0
136.9367	10.6681	5.24	-0.11	κ	76	Cnc	-20.0	-10.0
139.1738	-6.3531	5.24	+1.17		23	Hya	24.0	6.0
154.4075	-8.0689	5.24	+0.31	ε	22	Sex	-158.0	4.0
161.4663	30.6822	5.24	-0.06		42	LMi	-23.0	-37.0
163.3729	-20.1389	5.24	+0.47				78.0	-239.0
193.8687	65.4386	5.24	+0.28		8	Dra	-5.0	-29.0
213.0167	69.4325	5.24	+1.58				-27.0	-47.0
221.9367	-26.0875	5.24	+0.94		56	Hya	41.0	-7.0
232.3512	-46.7328	5.24	+1.74				-10.0	-6.0
234.4567	40.3533	5.24	+0.88	φ	54	Boo	63.0	62.0
235.6596	-37.4250	5.24	+0.98				-48.0	-21.0
251.9433	5.2467	5.24	-0.02		45	Her	-16.0	-41.0
270.7704	-8.1806	5.24	+0.38	τ	69	Oph	28.0	-37.0
281.9358	-40.4061	5.24	+0.78	μ		CrA	30.0	-17.0
282.4171	-20.3247	5.24	+1.41		29	Sgr	5.0	36.0
304.2304	40.3650	5.24	+1.65				4.0	-3.0
318.9079	-20.6517	5.24	+1.17	φ	28	Cap	13.0	2.0
322.3625	46.5406	5.24	+0.97		71	Cyg	45.0	104.0
325.5033	-23.2628	5.24	+0.95		41	Cap	102.0	-89.0
332.9533	56.8394	5.24	+0.51				237.0	130.0
345.8871	67.2092	5.24	+1.26				26.0	7.0
356.0504	-18.2769	5.24	-0.08		106	Aqr	29.0	-3.0
2.9333	-35.1331	5.25	+0.44	θ		Scl	173.0	119.0
3.0417	-17.9383	5.25	+1.48				56.0	-31.0
25.5358	-32.3269	5.25	+1.05	π		Scl	-65.0	-25.0
37.8754	2.2672	5.25	+1.27				27.0	-4.0
56.1271	-1.1631	5.25	-0.10		24	Eri	2.0	-7.0
80.8758	-13.9272	5.25	-0.21		8	Lep	2.0	4.0
101.6846	43.5775	5.25	+0.56	ψ⁵	56	Aur	-2.0	165.0
109.6400	-39.2103	5.25	+0.01				10.0	7.0
112.0087	6.9419	5.25	+0.22	η	5	CMi	-4.0	-44.0
113.0246	1.9144	5.25	+0.22	δ¹	7	CMi	-3.0	-3.0
113.4021	15.8267	5.25	+0.05		68	Gem	-19.0	-12.0
138.6021	-43.2275	5.25	-0.14				-21.0	10.0
144.5904	40.2397	5.25	+0.22		42	Lyn	-17.0	6.0
163.1288	-57.2406	5.25	+0.16				-4.0	2.0
173.9817	-47.6417	5.25	+0.25				36.0	-49.0
196.4354	35.7989	5.25	-0.08		14	CVn	-30.0	21.0
197.8467	-43.3689	5.25	+1.05				-117.0	-27.0
201.6800	-12.7078	5.25	+1.52		68	Vir	-130.0	-20.0
208.0200	-52.8117	5.25	-0.09				-45.0	-35.0
212.0721	49.4581	5.25	+1.65		13	Boo	-61.0	59.0
226.5696	54.5564	5.25	+0.96				48.0	15.0
245.4529	69.1094	5.25	+1.12				-19.0	-4.0
247.6400	20.4792	5.25	+1.29				-78.0	-63.0
253.6487	-6.1539	5.25	+1.08		23	Oph	-31.0	-20.0
255.4017	33.5683	5.25	+0.02		59	Her	3.0	2.0
260.8171	-47.4683	5.25	-0.11	ι		Ara	-10.0	-24.0
264.5233	-54.5003	5.25	+0.20	π		Ara	-39.0	-150.0
276.0758	-44.1103	5.25	-0.19				-2.0	-21.0
275.7042	17.8267	5.25	+1.27				71.0	16.0
282.4704	32.5508	5.25	+0.08	ν²	9	Lyr	-9.0	-14.0
306.8300	-18.2117	5.25	-0.07	π	10	Cap	15.0	-11.0
340.3692	40.2256	5.25	-0.14		12	Lac	-5.0	-1.0
29.9083	64.6214	5.26	+0.01				33.0	-20.0
42.2562	-62.8067	5.26	+0.10	ν		Hor	91.0	21.0
46.0683	-7.6008	5.26	+0.20	ρ³	10	Eri	56.0	13.0
57.5788	25.5794	5.26	+0.21				38.0	-109.0
65.1512	15.0953	5.26	+0.22		58	Tau	108.0	-24.0
68.5487	-8.9703	5.26	+1.47				-37.0	-111.0
83.9146	-4.8558	5.26	+0.24		45	Ori	9.0	11.0
101.8392	-37.9297	5.26	-0.08				-7.0	-15.0
128.8142	-58.2250	5.26	-0.14				-32.0	6.0
139.5242	-51.0511	5.26	-0.07				-23.0	8.0
149.5558	12.4447	5.26	-0.04	ν	27	Leo	-25.0	-15.0
157.7692	82.5586	5.26	+0.37				-83.0	31.0
175.1962	21.3528	5.26	+0.98		92	Leo	-64.0	-49.0
180.2133	-19.6589	5.26	-0.20				-21.0	13.0
228.6217	29.1642	5.26	+0.03	χ	48	Boo	-66.0	30.0
234.1233	10.0100	5.26	+0.95		16	Ser	45.0	-129.0
299.2758	-58.9014	5.26	-0.01				15.0	-21.0
318.2629	-39.4253	5.26	+0.44				186.0	-123.0
341.8879	-19.6133	5.26	+0.94		68	Aqr	-101.0	-204.0
22.5258	47.0072	5.27	+1.00		49	And	8.0	-44.0
33.2004	21.2108	5.27	+0.43	η	17	Ari	161.0	3.0
46.6396	-6.0886	5.27	+1.60				6.0	-8.0
65.1679	65.1406	5.27	+0.81				-36.0	-3.0
71.0879	-59.7328	5.27	+0.20	κ		Dor	33.0	39.0
87.0008	6.4542	5.27	+0.23		52	Ori	7.0	-19.0
94.9283	-7.8231	5.27	-0.19		7	Mon	-4.0	0.0
97.4546	-50.2392	5.27	+0.41				-54.0	-58.0
98.8004	28.0222	5.27	-0.03		49	Aur	-2.0	-15.0
99.4483	-32.3397	5.27	+1.18				105.0	68.0
102.8875	21.7611	5.27	-0.02		36	Gem	-8.0	-38.0
116.0175	50.4339	5.27	0.00				-5.0	-26.0
129.4675	-26.2550	5.27	-0.04	η		Pyx	-20.0	-6.0
138.9579	56.7414	5.27	+1.56		17	UMa	-16.0	-31.0
138.5750	-55.5697	5.27	+0.99				-35.0	27.0
148.9292	49.8200	5.27	+0.07		31	UMa	-3.0	22.0
176.7317	55.6283	5.27	+1.27				14.0	-30.0
211.9825	43.8544	5.27	+1.59				11.0	-28.0
245.1117	-78.6672	5.27	+1.41	δ²		Aps	-7.0	-25.0
246.9887	-64.0581	5.27	+0.36	ι		TrA	46.0	27.0
274.7946	24.4461	5.27	+1.53		105	Her	9.0	6.0
281.4446	74.0856	5.27	+0.92				5.0	77.0
284.9396	26.2306	5.27	+1.24				88.0	-8.0
295.6417	11.8267	5.27	+0.57	χ	47	Aql	-1.0	-7.0
300.3687	64.8211	5.27	+1.56		64	Dra	7.0	-12.0
331.2521	62.7856	5.27	+1.41		20	Cep	15.0	58.0
333.2942	86.1081	5.27	-0.03				52.0	45.0
2.5087	-82.2239	5.28	+1.05	γ³		Oct	-29.0	-20.0
24.6288	73.0400	5.28	+0.96		40	Cas	-13.0	-15.0
33.2271	-30.7239	5.28	-0.02	μ		For	18.0	6.0
33.9842	33.3589	5.28	-0.01		7	Tri	-17.0	-38.0
35.4858	0.3958	5.28	+1.65		69	Cet	-13.0	-7.0
37.9187	-79.1094	5.28	+0.98	μ		Hyi	121.0	-56.0
45.2175	52.3517	5.28	-0.05				28.0	-26.0
50.3067	21.1469	5.28	-0.07	τ¹	61	Ari	25.0	-24.0
59.1521	50.6953	5.28	+0.41		43	Per	91.0	-130.0
60.3833	-1.5497	5.28	-0.15		35	Eri	25.0	-16.0
66.3542	22.1997	5.28	+0.25	κ²	67	Tau	109.0	-54.0
66.5263	31.4389	5.28	+0.97				76.0	-110.0
80.8658	57.5444	5.28	-0.03		16	Cam	13.0	-55.0
109.7133	-26.5858	5.28	+0.96				-17.0	8.0
126.2654	-24.0461	5.28	+1.48				-28.0	26.0
152.1775	-65.8153	5.28	+0.98				-72.0	42.0
153.3450	-51.2333	5.28	+0.25				-41.0	-26.0
192.3067	83.4128	5.28	-0.03				-29.0	20.0
283.6954	-87.6058	5.28	+1.28	χ		Oct	-39.0	-139.0
270.5962	20.8336	5.28	-0.09		96	Her	5.0	-10.0
278.4908	-33.0167	5.28	-0.11				4.0	-10.0
286.8254	36.1003	5.28	-0.11	ι	18	Lyr	1.0	-4.0
289.4542	11.5953	5.28	+0.20	ω¹	25	Aql	3.0	13.0
299.0596	11.4239	5.28	-0.01	φ	61	Aql	34.0	9.0
304.8483	-19.1186	5.28	+1.40	σ	7	Cap	9.0	-9.0
318.9371	-15.1714	5.28	+1.64		29	Cap	27.0	5.0
355.6163	-15.4478	5.28	+1.37				25.0	-8.0
17.6638	68.7786	5.29	-0.02		31	Cas	36.0	-31.0
37.0417	29.6694	5.29			12	Tri	-15.0	-87.0
50.8050	49.2133	5.29	-0.07				22.0	-20.0
63.3879	7.7161	5.29	+0.36		46	Tau	-2.0	6.0
70.7262	43.3650	5.29	0.00		59	Per	39.0	-52.0
85.5629	-34.6678	5.29	-0.05				-8.0	51.0
86.9288	13.8997	5.29	-0.17		133	Tau	2.0	-12.0
88.7092	-52.6353	5.29	+0.31				-5.0	248.0
99.1371	38.4453	5.29	+2.61				5.0	-26.0
101.7129	-14.4258	5.29	-0.04		11	CMa	-2.0	12.0
119.5858	2.2247	5.29	+0.92		14	CMi	-158.0	99.0
125.5183	-73.4000	5.29	+0.01	η		Vol	-34.0	31.0
131.8125	-1.8972	5.29	+0.04				-33.0	4.0
139.3558	-74.8944	5.29	+0.02				-15.0	30.0
157.2192	-64.1722	5.29	+1.86				-13.0	6.0
176.4329	-45.6900	5.29	-0.12				-47.0	9.0
184.9529	48.9842	5.29	+1.66		3	CVn	-12.0	7.0
187.2279	25.9128	5.29	-0.05		17	Com	-25.0	-20.0
213.7117	10.1006	5.29	+1.00		15	Boo	-28.0	-167.0
249.5017	56.0156	5.29	+1.08				0.0	66.0
255.7867	-53.2369	5.29	+0.48	ε²		Ara	-3.0	-144.0
261.7146	-45.8436	5.29	-0.07				-40.0	-40.0
323.0246	-41.1792	5.29	+1.10	ξ		Gru	18.0	15.0
327.7262	-82.7192	5.29	+0.75	λ		Oct	58.0	-36.0
326.5183	22.9489	5.29	+1.41		12	Peg	10.0	-5.0
327.5362	17.2856	5.29	+0.37		13	Peg	76.0	-61.0
330.9704	63.1197	5.29	+1.58		18	Cep	31.0	55.0
336.1533	-72.2556	5.29	+0.65	ν		Ind	1299.0	-678.0
356.5038	-18.6781	5.29	+0.28		107	Aqr	134.0	30.0
34.8200	47.3800	5.30	-0.01		62	And	-59.0	-8.0
39.2604	34.2639	5.30	+1.55				58.0	-29.0
40.1713	27.0608	5.30	+0.09		33	Ari	67.0	-31.0
72.0012	56.7572	5.30	+0.25		4	Cam	50.0	-148.0
76.9517	20.4183	5.30	+0.09		106	Tau	-47.0	-34.0
79.9962	-12.3156	5.30	-0.12	ν	7	Lep	-6.0	9.0
93.8546	16.1431	5.30	-0.14		72	Ori	3.0	-12.0
103.9450	-22.9414	5.30	-0.18				-17.0	3.0
111.2425	11.6697	5.30	+0.10		1	CMi	-17.0	-14.0
116.5675	10.7683	5.30	+0.01		11	CMi	-29.0	-24.0
121.9408	21.5817	5.30	+0.63	μ²	10	Cnc	22.0	-69.0
171.6471	-61.1153	5.30	-0.08				-26.0	2.0
175.6183	66.7450	5.30	+1.28		3	Dra	-43.0	38.0
178.6771	-25.7139	5.30	+0.88				48.0	81.0
223.5838	-24.6422	5.30	+1.32		12	Lib	-10.0	-27.0
299.9638	-34.6978	5.30	+0.17	θ²		Sgr	100.0	-75.0
315.7417	-38.6317	5.30	+0.41	ζ		Mic	-28.0	-111.0
317.1400	-21.1936	5.30	+0.01	χ	25	Cap	22.0	-60.0
325.5646	5.6800	5.30	+1.64		7	Peg	14.0	-6.0
331.1975	-0.9067	5.30	+0.23		32	Aqr	-15.0	-52.0
354.7846	50.4717	5.30	-0.06		18	And	-17.0	-2.0
358.1546	10.9475	5.30	+0.18		82	Peg	-29.0	1.0
14.0062	-11.2667	5.31	+1.52	φ³	22	Cet	-20.0	-8.0
26.4117	-25.0525	5.31	+0.39	ε		Scl	162.0	-57.0
33.4012	51.0658	5.31	+0.93				346.0	-171.0
39.3517	-52.5431	5.31	+0.27	η		Hor	100.0	-19.0
53.1096	46.0569	5.31	+0.40		36	Per	-54.0	-79.0
69.3071	0.9983	5.31	-0.12				-4.0	-4.0
70.6933	-50.4814	5.31	+0.98	λ		Pic	-31.0	30.0
75.6792	-71.3144	5.31	+1.00	β		Men	-5.0	4.0
84.4358	-28.6894	5.31	+0.46	ν²		Col	-34.0	52.0
86.6142	-46.5972	5.31	+1.04				12.0	4.0
91.9233	-19.1658	5.31	+1.68		19	Lep	13.0	54.0
108.0658	-40.4989	5.31	+0.06				-18.0	-15.0
116.0288	25.7842	5.31	+1.54		76	Gem	-20.0	-16.0
121.0675	-32.6750	5.31	+1.91				-3.0	4.0
132.3404	-3.4431	5.31	-0.09		14	Hya	-20.0	-23.0
152.5246	-12.8161	5.31	+0.36				-125.0	-113.0
172.2675	39.3369	5.31	+0.01		57	UMa	-50.0	16.0
183.5108	-45.7239	5.31	+1.43				-42.0	7.0
190.7096	-63.0586	5.31	+0.27				-15.0	0.0
201.3079	-64.4853	5.31	+0.40				-157.0	-22.0
222.3296	-14.1489	5.31	+0.07	μ	7	Lib	-61.0	-14.0
262.5992	-1.0625	5.31	+0.72				-117.0	-170.0
300.4683	-66.9442	5.31	+1.22	μ²		Pav	30.0	-73.0
305.7946	5.3431	5.31	+0.97				-26.0	-39.0
314.5683	22.3258	5.31	+1.40		33	Vul	-3.0	-3.0
321.8392	37.1167	5.31	-0.14		70	Cyg	0.0	2.0
321.7150	48.8350	5.31	+0.07				60.0	23.0
355.1592	-32.0731	5.31	+0.97	μ		Scl	-89.0	-55.0
45.6763	-7.6853	5.32	+0.94	ρ²	9	Eri	47.0	-1.0
93.2129	65.7183	5.32	+1.34		36	Cam	6.0	-33.0
101.4971	-14.7961	5.32	+0.07				-25.0	-17.0
123.2033	68.4742	5.32	+1.04				0.0	8.0
138.4508	43.2178	5.32	-0.14		36	Lyn	-28.0	-32.0
145.1771	-57.9836	5.32	+0.20				-34.0	6.0
147.9708	24.3953	5.32	+0.23		22	Leo	6.0	-179.0
168.9663	13.3075	5.32	+1.20		73	Leo	-7.0	-8.0
176.9787	8.2458	5.32	+0.02		4	Vir	-57.0	12.0
185.8975	-35.4128	5.32	-0.08				-36.0	-3.0
193.9875	-56.8361	5.32	+0.01				-24.0	-10.0
194.9796	66.5972	5.32	+1.29		9	Dra	-139.0	-13.0
216.2025	-24.8064	5.32	+0.96				-55.0	-16.0
223.9363	-33.8558	5.32	+0.04				20.0	0.0
253.2421	31.7017	5.32	+0.29		53	Her	-91.0	-17.0
302.7996	-36.1011	5.32	+0.87				458.0	-1571.0
304.1963	24.6711	5.32	+0.95		24	Vul	16.0	-18.0
333.5750	-21.0742	5.32	+0.80		41	Aqr	16.0	66.0
336.2350	-57.7972	5.32	+0.67				143.0	-343.0
350.4788	31.8125	5.32	-0.11		64	Peg	5.0	-10.0
353.3671	22.4989	5.32	+1.60		71	Peg	10.0	-17.0
10.2800	39.4586	5.33	+0.89		32	And	-10.0	-7.0
43.4275	38.3375	5.33	+0.41		20	Per	47.0	-77.0
60.9358	5.4356	5.33	-0.08		40	Tau	3.0	-10.0
73.3450	2.5081	5.33	+1.64		5	Ori	34.0	-19.0
73.6992	7.7792	5.33	+1.22				-21.0	-27.0
93.9375	12.5511	5.33	-0.02		73	Ori	-1.0	1.0
103.2712	59.4486	5.33	+0.65		14	Lyn	-6.0	-39.0
111.1671	-16.2011	5.33	-0.05				-14.0	-10.0
113.7862	30.9611	5.33	+1.01				-33.0	13.0
117.2571	-24.9122	5.33	+0.76				-30.0	19.0
127.2696	-47.9292	5.33	-0.14				-11.0	-1.0
128.1771	20.4411	5.33	+1.25	η	33	Cnc	-47.0	-43.0
133.4613	-47.5208	5.33	+0.26				6.0	-28.0
139.2383	-39.4014	5.33	+1.17				-9.0	-31.0
155.8721	-38.0100	5.33	+0.25				-158.0	-57.0
175.2625	34.2017	5.33	+0.72		61	UMa	-12.0	-381.0
198.5454	-19.9308	5.33	+0.87		55	Vir	-122.0	167.0
199.3150	13.6756	5.33	+1.31				7.0	39.0
228.7975	4.9394	5.33	+1.09		3	Ser	-18.0	5.0
235.4475	12.8475	5.33	+0.04	χ	20	Ser	40.0	-3.0
245.6167	-49.5722	5.33	-0.04				-11.0	-24.0
247.9237	-41.8169	5.33	+0.33				-16.0	0.0
258.1158	10.5853	5.33	+1.59		37	Oph	1.0	-26.0
274.2813	-56.0233	5.33	-0.05				-6.0	-13.0
287.4696	-68.4247	5.33	+0.91				145.0	-52.0
297.9608	-39.8744	5.33	-0.06				23.0	-15.0
333.1992	34.6047	5.33	+1.13				20.0	-50.0
346.9137	46.3872	5.33	+1.41		4	And	-9.0	-28.0
16.4204	21.4733	5.34	-0.03	ψ¹	74	Psc	50.0	-16.0
26.4971	-5.7333	5.34	+1.52				-7.0	-33.0
64.8192	-44.2681	5.34	+1.08				63.0	-46.0
76.9704	8.4983	5.34	+0.33		14	Ori	24.0	-65.0
79.7967	2.5958	5.34	+0.41		21	Ori	-17.0	-47.0
83.3808	-1.1561	5.34	-0.18				-4.0	0.0
83.2483	-64.2275	5.34	+1.04				41.0	-10.0
138.8075	14.9414	5.34	+1.32	π²	82	Cnc	-44.0	-12.0
154.5317	-28.9919	5.34	+0.24				-10.0	12.0
161.5687	-64.5150	5.34	-0.10				-25.0	-5.0
162.3142	10.5453	5.34	+0.03		53	Leo	-3.0	-25.0
182.0613	-48.6928	5.34	-0.01				-25.0	-17.0
