# id	type	ra	dec	mag	band	majax	minax	pa	name
# OpenNGC (Mattia Verga), CC-BY-SA-4.0. J2000. Axes in arcminutes, angles in degrees.
# mag is V where measured and B otherwise; `band` says which. See NOTICE.txt.
IC2566	G	155.58079	36.58303	14.72	B	0.98	0.64	6	
IC2567	G	155.49083	24.65522	15.36	B	0.79	0.59	57	
IC2568	G	155.62504	36.59931	14.93	B	1.10	0.55	93	
IC2569	G	155.72329	24.60642	15.46	B	0.67	0.57	146	
IC2570	G	155.39292	-33.62322	16.05	B	0.82	0.44	172	
IC2572	G	156.28033	28.09481	15.47	B	0.90	0.43	26	
IC2573	G	155.87575	-35.45558	15.38	B	1.50	0.33	2	
IC2574	G	157.09783	68.41214	10.46	V	12.91	5.57	48	Coddington's Nebula
IC2575	G	156.35000	-32.63625	15.95	B	0.63	0.58	55	
IC2576	G	156.49575	-32.90347	14.86	B	0.94	0.63	42	
IC2577	G	157.00604	32.76389	15.35	B	0.70	0.41	103	
IC2578	G	156.84454	-33.87733	15.06	B	1.51	0.35	143	
IC2580	G	157.07492	-31.51803	12.72	V	2.05	1.75	128	
IC2581	OCl	156.87146	-57.61731	4.30	V	6.00			
IC2582	G	157.29583	-30.34250	12.91	V	1.29	1.25	150	
IC2583	G	157.79350	26.05506	14.92	B	0.59	0.49	124	
IC2584	G	157.46454	-34.91164	12.67	V	1.44	0.59	134	
IC2586	G	157.76000	-28.71664	12.52	V	1.53	1.19	85	
IC2587	G	157.74833	-34.56294	12.35	V	1.98	1.47	36	
IC2588	G	157.95892	-30.38453	12.53	V	1.65	1.31	154	
IC2589	G	158.08675	-24.03756	14.31	B	0.82	0.39	11	
IC2590	G	159.06908	26.96247	14.73	B	0.97	0.97	10	
IC2591	G	159.16112	35.05292	14.45	B	1.00	0.62	134	
IC2593	G	159.06646	-12.72581	15.54	B	0.87	0.58	88	
IC2594	G	159.01737	-24.32308	13.48	B	1.66	1.39	112	
IC2595	Other	159.38800	-11.11672						
IC2596	G	158.55192	-73.24014	13.87	B	1.32	0.81	179	
IC2597	G	159.44771	-27.08169	11.68	V	2.62	1.73	8	
IC2598	G	159.92638	26.72756	15.29	B	0.66	0.39	152	
IC2599	HII	159.36288	-58.73339			20.00	20.00		
IC2600	G	161.66167	72.32044	15.58	B	0.62	0.45	115	
IC2601	G	161.80550	72.32303	15.46	B	0.35	0.28	165	
IC2602	OCl	160.73946	-64.39419			48.00			tet Car Cluster
IC2603	Other	162.10567	32.92731						
IC2604	G	162.35446	32.77272	14.86	B	1.18	1.03	40	
IC2605	Other	162.44808	32.97319	15.39	B	0.40	0.20	0	
IC2606	G	162.57354	37.95622	14.58	B	1.07	0.40	112	
IC2607	G	162.57892	37.99394	15.27	B	0.75	0.48	63	
IC2608	G	162.56467	32.76817	15.45	B	0.79	0.31	121	
IC2610	Other	163.03363	33.08317						
IC2612	G	163.40483	32.76764	15.78	B	0.82	0.56	108	
IC2614	G	165.39083	38.80367	16.50	B	0.24	0.24	16	
IC2615	G	165.50950	37.94525	15.45	B	0.38	0.34	80	
IC2616	G	165.52400	38.78725	15.35	B	0.66	0.48	69	
IC2617	G	165.53179	38.66425	14.80	B	0.89	0.45	97	
IC2619	G	165.56358	37.96608	15.66	B	0.33	0.22	67	
IC2620	G	165.59979	38.50503	14.22	V	1.04	0.94	110	
IC2621	PN	165.08329	-65.24936	11.20	V	0.08			
IC2623	G	165.96233	-20.09306	13.50	V	1.06	0.73	64	
IC2626	G	167.26613	26.90417	15.80	B	0.77	0.34	50	
IC2627	G	167.47246	-23.72594	12.00	V	2.40	1.70	43	
IC2628	G	167.90779	12.12197	15.72	B	0.75	0.69	110	
IC2629	G	168.15392	12.10494	16.20	B	0.70	0.34	28	
IC2631	Neb	167.46996	-76.61431						
IC2632	G	168.27475	11.67328	17.07	B	0.41	0.37	55	
IC2633	G	168.29183	11.60100	16.53	B	0.62	0.36	17	
IC2634	G	168.36771	10.48597	15.00	B	0.90	0.82	110	
IC2636	G	168.39183	11.45617	16.60	B	0.67	0.37	73	
IC2637	G	168.45729	9.58631	14.17	V	0.97	0.86	62	
IC2638	G	168.46629	10.56339	15.04	B	0.97	0.65	100	
IC2639	G	168.48142	9.64281	16.43	B	0.57	0.42	100	
IC2640	G	168.52287	10.99767	16.65	B	0.43	0.35	105	
IC2642	Other	168.56583	12.26567						
IC2644	G	168.62421	10.76847	16.52	B	0.61	0.36	76	
IC2645	G	168.62842	11.88678	15.71	B	0.79	0.29	92	
IC2646	G	168.65667	12.52850	16.91	B	0.45	0.34	2	
IC2648	G	168.69012	10.22483	16.14	B	0.58	0.46	16	
IC2649	G	168.69354	11.12769	15.35	B	0.85	0.74	74	
IC2650	G	168.71942	13.85247	16.74	B	0.48	0.43	21	
IC2651	G	168.71783	12.23978	16.27	B	0.52	0.39	84	
IC2652	G	168.71800	12.44806	16.32	B	0.67	0.64	45	
IC2654	G	168.76192	12.49947	16.85	B	0.41	0.35	93	
IC2655	G	168.77150	12.16439	17.44	B	0.36	0.30	68	
IC2656	G	168.77242	12.37914	16.88	B	0.64	0.30	128	
IC2657	G	168.78629	13.69472	17.27	B	0.29	0.17	131	
IC2660	G	168.86850	12.43719	16.78	B	0.40	0.31	158	
IC2661	G	168.87154	13.60867	15.79	B	0.68	0.26	110	
IC2662	Other	168.87829	12.77106						
IC2665	G	168.91992	11.72414	17.51	B	0.59	0.21	103	
IC2666	G	168.93238	13.78225	14.26	B	1.07	0.72	167	
IC2667	G	168.93350	12.11683	16.68	B	0.63	0.51	173	
IC2668	G	168.88450	-14.17108	14.59	B	1.55	0.54	140	
IC2670	G	168.99817	11.78336	16.57	B	0.46	0.29	166	
IC2673	G	169.01721	10.16256	15.35	B	0.85	0.55	35	
IC2674	G	169.03438	11.04864	15.40	B	1.12	0.65	23	
IC2676	G	169.07713	9.82183	17.69	B	0.14	0.11	155	
IC2677	G	169.08042	12.21586	18.16	B	0.23	0.19	10	
IC2678	G	169.09017	11.94911	16.39	B	0.67	0.26	121	
IC2679	G	169.09667	12.01539	15.67	B	0.87	0.56	23	
IC2680	G	169.10638	9.80714	15.87	B	0.79	0.28	132	
IC2681	Other	169.13854	11.20719						
IC2683	G	169.22625	12.09928	17.01	B	0.42	0.28	87	
IC2684	G	169.25438	13.09964	17.03	B	0.76	0.57	171	
IC2689	G	169.33125	12.95994	16.94	B	0.66	0.24	31	
IC2690	G	169.33996	12.97542	18.03	B	0.28	0.26	47	
IC2692	G	169.38842	10.76806	16.62	B	0.52	0.39	100	
IC2694	G	169.41083	13.37611	15.62	B	0.76	0.36	86	
IC2695	G	169.45237	13.72767	16.53	B	0.51	0.39	58	
IC2698	G	169.46258	11.88578	15.81	B	0.70	0.48	43	
IC2700	G	169.47575	12.05419	17.03	B	0.38	0.31	120	
IC2701	G	169.48758	11.11806	17.20	B	0.44	0.22	78	
IC2702	G	169.48846	9.41247	17.00	B	0.40	0.34	117	
IC2703	G	169.52138	17.64953	15.81	B	0.93	0.82	19	
IC2704	G	169.51671	12.45419	15.71	B	0.65	0.40	70	
IC2707	G	169.62850	9.47486	16.51	B	0.46	0.38	148	
IC2708	G	169.64421	12.71111	15.06	B	0.92	0.77	63	
IC2709	G	169.67567	12.56169	17.47	B	0.54	0.38	153	
IC2712	G	169.71992	9.62689	16.55	B	0.46	0.41	44	
IC2713	G	169.79258	12.16481	16.29	B	0.59	0.57	40	
IC2714	OCl	169.36396	-62.72511	8.20	V	7.20			
IC2715	G	169.80996	11.95217	21.01	B	0.74	0.37	100	
IC2716	G	169.81808	11.69856	17.70	B	0.38	0.19	81	
IC2718	G	169.83708	12.02228	15.84	B	0.59	0.26	99	
IC2719	G	169.88417	12.05978	17.87	B	0.22	0.21	83	
IC2720	G	169.89854	12.07658	15.64	B	0.79	0.59	24	
IC2721	Other	169.92838	12.31064						
IC2722	GTrpl	169.93483	13.96292			0.70			
IC2722 NED01	G	169.93308	13.96392	16.10	B	0.69	0.48	70	
IC2722 NED03	G	169.93483	13.96292	17.08	B	0.11	0.07	80	
IC2723	G	169.94958	12.03344	17.38	B	0.47	0.25	104	
IC2724	G	169.95183	10.71656	16.84	B	0.48	0.44	85	
IC2725	G	169.98933	13.42928	17.20	B	0.48	0.42	116	
IC2726	Other	169.99350	13.41558						
IC2727	G	170.00029	12.03333	16.70	B	0.43	0.38	70	
IC2729	G	170.02821	13.40931	17.65	B	0.43	0.23	177	
IC2732	G	170.05158	12.40403	17.17	B	0.40	0.34	114	
IC2734	G	170.09925	12.44303	16.51	B	0.84	0.30	12	
IC2735	G	170.26625	34.34394	15.10	B	1.18	0.25	100	
IC2738	G	170.34608	34.35667	15.06	B	0.85	0.75	144	
IC2739	G	170.30179	11.91475	16.86	B	0.37	0.31	65	
IC2740	G	170.32108	8.75231	17.39	B	0.37	0.30	57	
IC2741	G	170.32279	9.15236	16.65	B	0.42	0.31	122	
IC2742	G	170.32804	10.44672	17.46	B	0.34	0.16	38	
IC2744	G	170.42712	34.36281	14.77	V	1.12	0.74	38	
IC2745	G	170.38233	13.42661	15.21	B	0.62	0.21	70	
IC2746	G	170.40175	11.73708	16.72	B	0.53	0.34	166	
IC2748	G	170.43350	8.80497	16.63	B	0.54	0.43	91	
IC2749	G	170.43833	8.57478	15.80	B	0.60	0.34	84	
IC2750	G	170.46162	9.65844	17.37	B	0.43	0.20	43	
IC2751	G	170.53079	34.36636	15.40	B	0.63	0.54	133	
IC2752	G	170.50808	14.12450	16.73	B	0.63	0.19	100	
IC2753	G	170.49879	9.87806	16.66	B	0.32	0.31	80	
IC2754	G	170.50992	14.14406	16.97	B	0.52	0.24	82	
IC2756	G	170.50379	9.96017	17.10	B	0.51	0.19	101	
IC2757	G	170.50875	8.39383	15.25	B	0.72	0.52	79	
IC2758	G	170.51388	7.81353	15.45	B	0.65	0.23	34	
IC2759	G	170.55533	24.31717	15.10	B	0.73	0.65	178	
IC2760	G	170.55333	12.66542	17.39	B	0.45	0.33	108	
IC2761	G	170.57154	14.17758	16.79	B	0.40	0.34	175	
IC2762	G	170.57467	12.72253	15.82	B	0.92	0.31	145	
IC2763	G	170.57733	13.06506	14.89	B	1.44	0.39	98	
IC2764	G	171.77096	-28.98022	12.26	V	2.20	1.18	179	
IC2765	G	170.59633	14.19906	17.17	B	0.31	0.21	90	
IC2766	G	170.59608	12.90347	17.12	B	0.53	0.35	149	
IC2767	G	170.59663	13.07781	17.03	B	0.87	0.30	90	
IC2768	G	170.59817	12.52892	17.32	B	0.40	0.30	46	
IC2769	G	170.60688	14.19589	15.95	B	0.43	0.32	166	
IC2770	G	170.60317	9.22067	16.64	B	0.39	0.38	169	
IC2771	G	170.61687	12.51917	18.11	B	0.28	0.20	22	
IC2775	G	170.66483	12.51200	17.73	B	0.32	0.25	60	
IC2776	G	170.66663	13.33053	15.15	B	0.87	0.44	160	
IC2777	G	170.66896	12.02558	15.33	B	0.79	0.59	154	
IC2778	Other	170.67471	12.52631						
IC2779	G	170.68546	13.34531	17.47	B	0.30	0.26	179	
IC2780	G	170.70054	10.14956	16.53	B	0.65	0.41	5	
IC2781	G	170.71113	12.34489	17.19	B	0.36	0.34	146	
IC2782	G	170.73067	13.44128	15.20	B	0.94	0.84	19	
IC2783	G	170.72346	8.88406	16.36	B	0.70	0.27	162	
IC2784	G	170.79846	13.11772	16.36	B	0.65	0.38	17	
IC2785	G	170.81400	13.39125	15.54	B	0.87	0.72	2	
IC2786	G	170.82292	13.39200	16.55	B	0.95	0.34	115	
IC2787	G	170.82950	13.62978	15.53	B	0.80	0.74	34	
IC2788	G	170.86237	12.69803	18.15	B	0.42	0.25	156	
IC2789	G	170.88608	14.18803	18.04	B	0.05	0.03	132	
IC2790	G	170.89192	9.55536	16.91	B	0.46	0.32	15	
IC2791	G	170.90675	12.89578	17.08	B	0.57	0.36	156	
IC2792	G	170.92296	11.40483	17.06	B	0.49	0.29	82	
IC2793	GPair	170.94746	9.44978			0.50			
IC2793 NED01	G	170.94700	9.45133	17.65	B	0.35	0.27	94	
IC2793 NED02	G	170.94808	9.44844	17.69	B	0.36	0.20	83	
IC2795	G	171.01696	12.13511	17.36	B	0.36	0.33	37	
IC2796	GPair	171.03479	9.34414			0.60			
IC2796 NED01	G	171.03496	9.34572	17.44	B	0.51	0.26	5	
IC2796 NED02	G	171.03508	9.34292	18.19	B	0.37	0.17	17	
IC2797	G	171.08775	11.70594	16.41	B	0.76	0.47	136	
IC2798	G	171.09996	12.41561	16.93	B	0.77	0.26	173	
IC2799	G	171.11113	13.84911	17.18	B	0.45	0.32	137	
IC2800	G	171.11283	12.20881	17.35	B	0.63	0.19	92	
IC2801	G	171.12096	10.18383	16.34	B	0.50	0.32	84	
IC2802	G	171.12650	12.20875	17.80	B	0.28	0.23	61	
IC2803	G	171.14754	9.85003	17.30	B	0.43	0.21	65	
IC2804	G	171.23221	13.22206	15.11	B	0.87	0.23	18	
IC2807	G	171.32104	11.53006	17.47	B	0.32	0.18	30	
IC2810	G	171.43771	14.67658	15.24	B	1.03	0.41	33	
IC2811	G	171.43604	9.17053	16.70	B	0.73	0.35	89	
IC2812	G	171.48258	11.52992	16.94	B	0.52	0.23	24	
IC2813	G	171.52708	11.25575	16.75	B	0.48	0.40	71	
IC2814	G	171.53546	9.66181	16.70	B	0.40	0.29	58	
IC2815	G	171.56896	12.80383	17.09	B	0.50	0.35	116	
IC2816	G	171.57617	10.63650	16.58	B	0.74	0.27	180	
IC2818	G	171.61196	12.92094	17.31	B	0.46	0.34	94	
IC2819	G	171.61433	13.84489	16.05	B	0.59	0.28	59	
IC2820	G	171.61188	10.23847	16.55	B	0.54	0.25	24	
IC2821	G	171.64533	13.96292	16.82	B	0.25	0.18	32	
IC2822	G	171.64187	11.44008	15.12	B	1.35	0.60	118	
IC2823	G	171.68613	12.84842	15.80	B	0.89	0.31	12	
IC2826	G	171.77533	13.23872	15.17	B	0.73	0.70	56	
IC2828	G	171.79558	8.73106	14.88	B	1.01	0.44	52	
IC2829	G	171.81242	10.32236	15.66	B	0.88	0.52	175	
IC2830	G	171.83992	7.81431	15.54	B	0.50	0.44	58	
IC2834	G	171.88258	13.57033	17.47	B	0.45	0.37	17	
IC2835	G	171.88162	12.14289	16.86	B	0.59	0.30	149	
IC2837	G	171.92483	10.31306	16.48	B	0.43	0.37	39	
IC2838	G	171.93850	14.01125	16.82	B	0.22	0.19	173	
IC2839	G	171.93925	10.81975	17.15	B	0.54	0.24	0	
IC2840	G	171.94833	13.42589	17.28	B	0.43	0.29	154	
IC2842	G	171.94871	9.65197	17.12	B	0.45	0.24	63	
IC2843	G	171.99204	13.18392	15.54	B	0.73	0.68	15	
IC2844	G	171.99208	11.45328	16.38	B	0.70	0.35	127	
IC2845	G	172.00192	12.52975	16.75	B	0.71	0.50	81	
IC2846	G	172.00204	11.15828	15.01	B	0.89	0.74	119	
IC2847	G	172.01412	13.93039	17.20	B	0.17	0.12	15	
IC2848	G	172.05696	13.03047	17.12	B	0.47	0.39	9	
IC2850	G	172.05400	9.06225	14.99	B	0.80	0.28	126	
IC2851	G	172.06088	11.39439	17.27	B	0.44	0.23	46	
IC2852	G	172.05854	9.80047	16.73	B	0.49	0.31	119	
IC2853	G	172.06192	9.14703	14.48	B	0.91	0.44	172	
IC2855	G	172.10412	9.68775	18.49	B	0.34	0.19	121	
IC2856	G	172.06796	-12.89069	14.60	B	0.99	0.43	45	
IC2857	G	172.12933	9.10442	15.31	B	1.79	0.32	160	
IC2858	G	172.14983	13.66150	16.95	B	0.21	0.17	111	
IC2860	G	172.18583	14.04189	16.64	B	0.29	0.20	157	
IC2861	G	172.24571	38.85128	15.33	B	0.83	0.74	113	
IC2862	G	172.18050	10.12728	16.91	B	0.54	0.30	31	
IC2864	G	172.24863	12.36772	16.80	B	0.61	0.39	157	
IC2867	G	172.25225	9.08939	15.92	B	0.45	0.36	88	
IC2870	G	172.30175	11.86550	18.00	B	1.05	0.95	0	
IC2871	G	172.33621	8.60236	15.22	B	0.91	0.66	81	
IC2872	Neb	172.03346	-62.98894			15.14	6.03		
IC2873	GPair	172.36429	13.21831			0.70			
IC2873 NED01	G	172.36446	13.21569	17.39	B	0.42	0.37	98	
IC2873 NED02	G	172.36517	13.22011	15.08	B	0.82	0.58	2	
IC2874	G	172.36479	10.62917	16.85	B	0.45	0.27	50	
IC2876	G	172.39000	9.01617	16.74	B	0.62	0.32	176	
IC2877	G	172.40725	12.85328	16.05	B	0.58	0.45	110	
IC2878	G	172.40921	9.96758	16.54	B	0.53	0.25	119	
IC2879	G	172.43454	9.01386	16.84	B	0.44	0.33	170	
IC2881	G	172.47671	12.51122	18.52	B	0.32	0.21	90	
IC2883	G	172.56579	10.91092	17.23	B	0.33	0.28	94	
IC2884	*Ass	171.92104	-79.73439						
IC2886	G	172.60183	11.56267	17.06	B	0.32	0.25	15	
IC2888	Other	172.64629	9.90850						
IC2889	G	172.62079	-13.09100	14.70	B	1.22	0.69	151	
IC2891	G	172.70058	12.67772	16.65	B	0.46	0.35	118	
IC2892	G	172.70379	10.58856	16.95	B	0.68	0.23	118	
IC2893	GPair	172.72200	13.39103			0.50			
IC2893 NED01	G	172.72171	13.39197	17.75	B	0.06	0.05	73	
IC2893 NED02	G	172.72275	13.38992	15.96	B	0.45	0.28	180	
IC2894	G	172.73958	13.23536	15.97	B	0.62	0.32	70	
IC2896	G	172.80596	12.35006	16.56	B	0.47	0.31	159	
IC2898	G	172.83504	13.33622	16.63	B	0.48	0.33	146	
IC2900	G	172.87371	13.16731	17.30	B	0.33	0.28	114	
IC2901	G	172.88388	12.69972	16.97	B	0.61	0.37	114	
IC2903	G	172.91983	12.64258	16.81	B	0.44	0.27	34	
IC2909	G	172.96204	11.47022	17.77	B	0.24	0.21	35	
IC2910	G	172.97796	-9.72536	14.63	B	1.28	0.88	139	
IC2912	G	173.02963	11.70975	17.11	B	0.55	0.19	84	
IC2913	G	172.96396	-30.41078	13.83	B	1.00	0.79	143	
IC2914	G	173.05179	13.49247	15.54	B	0.65	0.34	179	
IC2917	G	173.08054	10.94544	18.00	B	0.26	0.19	38	
IC2919	G	173.14542	14.18922	15.93	B	0.55	0.31	45	
IC2921	G	173.20533	10.29647	16.94	V	0.59	0.25	124	
IC2923	G	173.22313	13.16397	16.79	B	0.41	0.29	12	
IC2925	G	173.30513	34.26511	15.34	B	0.48	0.18	21	
IC2928	G	173.37483	34.31625	14.67	B	0.90	0.74	143	
IC2929	G	173.38113	12.13733	16.21	B	0.53	0.43	118	
IC2930	G	173.43392	10.08867	15.75	B	0.69	0.29	58	
IC2933	G	173.55312	34.31250	14.95	B	1.18	0.36	7	
IC2934	G	173.58146	13.32200	15.24	B	0.74	0.38	153	
IC2936	G	173.73675	13.00881	16.48	B	0.39	0.35	109	
IC2938	G	173.90125	13.68072	15.26	B	0.89	0.62	130	
IC2940	Other	174.01142	21.96167						
IC2941	G	174.04154	10.05558	14.96	B	0.85	0.59	73	
IC2942	G	174.05088	11.81589	16.18	B	0.66	0.35	68	
IC2943	G	174.17629	54.84603	15.14	B	0.41	0.33	25	
IC2944	Cl+N	173.94554	-63.01983	4.50	B	7.20			lam Cen Nebula
IC2945	GPair	174.26788	12.92658			1.00			
IC2945 NED01	G	174.26792	12.92644	15.21	B	0.96	0.70	115	
IC2946	G	174.37371	32.25247	15.03	B	0.46	0.27	154	
IC2947	G	174.37904	31.36233	14.21	V	0.75	0.56	3	
IC2948	Cl+N	174.77475	-63.44386			6.00			
IC2950	G	175.40800	37.99211	14.88	B	0.65	0.56	81	
IC2951	G	175.85233	19.74981	13.57	V	1.54	0.43	81	
IC2952	G	176.07137	33.35136	15.78	B	0.35	0.28	161	
IC2955	G	176.26629	19.62061	14.19	V	0.38	0.37	5	
IC2956	G	176.32317	26.76739	14.83	B	0.94	0.80	56	
IC2957	G	176.40392	31.29956	14.91	B	0.79	0.47	23	
IC2958	G	176.42633	33.15444	15.70	B	0.71	0.58	55	
IC2960	G	176.58208	35.00375	15.37	B	0.83	0.72	104	
IC2961	G	176.95654	31.34475	15.66	B	0.48	0.29	21	
IC2962	Other	177.27496	-12.31136						
IC2964	Other	177.46863	12.05031						
IC2966	RfN	177.55646	-64.87294			3.00	2.00	130	
IC2967	G	177.72971	30.85069	14.70	B	0.85	0.63	17	
IC2968	G	178.12721	20.62547	15.59	B	0.89	0.39	80	
IC2969	G	178.13029	-3.87225	13.78	B	1.30	0.74	95	
IC2970	Other	178.29062	-23.12328						
IC2971	G	178.36475	30.69692	15.73	B	0.70	0.48	150	
IC2973	G	178.46150	33.36550	14.42	B	1.42	0.82	120	
IC2974	G	178.45304	-5.16783	14.00	B	2.19	0.47	100	
IC2977	G	178.81108	-37.69631	12.24	V	2.14	1.17	121	
IC2978	G	179.09679	32.03872	15.36	B	1.00	0.42	130	
IC2979	G	179.22600	32.15881	14.46	B	0.84	0.54	174	
IC2980	G	179.37567	-73.68450	13.26	B	2.04	1.29	41	
IC2981	G	178.92758	32.18889	14.95	B	0.53	0.42	3	
IC2983	Other	179.56971	-2.11006						
IC2984	G	179.78012	30.69694	15.49	B	0.73	0.49	77	
IC2985	G	179.80312	30.73122	15.10	B	0.90	0.43	139	
IC2986	G	179.95671	30.84442	14.76	B	0.99	0.91	15	
IC2987	G	180.85225	38.81331	15.32	B	0.60	0.42	64	
IC2988	Other	180.92583	3.42925						
IC2990	G	181.16083	11.05006	15.09	B	0.73	0.32	15	
IC2991	G	181.30213	10.64036	15.83	B	0.67	0.24	35	
IC2992	G	181.31596	30.85564	14.83	B	0.63	0.52	161	
IC2993	G	181.40971	32.82219	16.01	B	0.35	0.31	6	
IC2994	G	181.36613	12.70289	15.65	B	0.47	0.39	62	
IC2995	G	181.44546	-27.94014	12.57	V	3.37	0.85	114	
IC2996	G	181.45263	-29.97192	14.37	B	1.78	0.44	23	
IC2997	Other	181.43529	20.28086						
IC2998	Other	181.48017	20.75336						
IC2999	G	181.48975	31.34850	15.72	B	0.67	0.26	51	
IC3000	Other	181.53563	-29.67339						
IC3001	G	181.57004	33.52586	15.46	B	0.73	0.37	73	
IC3002	G	181.76746	33.38283	15.59	B	0.61	0.47	86	
IC3003	G	181.88592	32.81300	14.91	B	0.80	0.58	145	
IC3004	G	181.79267	13.24753	15.77	B	0.61	0.40	24	
IC3005	G	181.80904	-30.02464	13.83	B	2.42	0.66	160	
IC3006	Other	181.85142	12.99339						
IC3007	G	181.87825	31.34811	15.55	B	0.69	0.42	75	
IC3008	G	181.96583	13.57731	14.74	B	0.93	0.51	22	
IC3009	Other	182.00046	12.64647						
IC3010	G	181.98921	-30.33947	12.22	V	2.09	1.91	84	
IC3012	G	182.09975	11.17661	15.89	B	0.59	0.26	46	
IC3013	G	182.10658	10.01667	15.28	B	0.58	0.41	159	
IC3014	G	182.15417	38.83178	14.46	B	0.82	0.58	20	
IC3015	G	182.25117	-31.51989	13.15	B	0.72	0.23	164	
IC3016	G	182.32725	11.43022	15.23	B	0.49	0.45	16	
IC3017	G	182.34512	13.61817	16.43	B	0.60	0.35	50	
IC3018	G	182.35400	13.57444	15.88	B	0.66	0.25	176	
IC3019	G	182.34275	13.99242	13.98	B	1.26	0.99	130	
IC3020	G	182.36342	14.22450	16.42	B	0.36	0.28	77	
IC3021	G	182.47738	13.04997	15.53	B	1.29	0.81	178	
IC3022	G	182.50992	38.73997	14.30	B	0.20	0.20	179	
IC3023	G	182.50729	14.36686	15.92	B	1.04	0.64	138	
IC3024	G	182.54971	12.32567	15.06	B	0.90	0.29	168	
IC3025	G	182.59621	10.18856	14.94	B	0.73	0.43	102	
IC3026	Other	182.64292	-29.92322						
IC3027	Other	182.62529	14.19353						
IC3028	G	182.64871	11.76081	15.72	B	0.55	0.31	152	
IC3029	G	182.67442	13.33128	14.84	B	1.26	0.43	30	
IC3030	Other	182.77513	14.14356						
IC3031	G	182.76742	13.30844	16.98	B	0.61	0.22	31	
IC3032	G	182.78233	14.27481	15.25	B	0.59	0.52	40	
IC3033	G	182.79146	13.58750	15.09	B	1.03	0.47	3	
IC3034	G	182.94917	14.20114	16.23	B	0.74	0.23	150	
IC3036	G	183.06296	12.48839	14.77	B	0.88	0.47	165	
IC3037	G	183.08533	9.98644	15.26	B	0.48	0.44	40	
IC3038	G	183.13587	11.35283	15.30	B	0.41	0.30	106	
IC3039	G	183.13571	12.30989	15.06	B	0.91	0.37	22	
IC3040	G	183.14388	11.07503	15.29	B	0.77	0.69	171	
IC3041	G	183.17775	12.76283	16.96	B	0.62	0.17	60	
IC3043	G	183.19658	10.00967	16.60	B	0.93	0.22	170	
IC3044	G	183.20217	13.97647	14.28	B	1.26	0.50	70	
IC3045	Other	183.24862	12.77950						
IC3046	G	183.28279	12.91822	15.31	B	1.34	0.29	132	
IC3047	G	183.31096	12.99767	16.54	B	0.58	0.35	37	
IC3049	G	183.39042	14.48028	15.66	B	0.90	0.60	0	
IC3052	G	183.45112	12.69056	17.15	B	0.49	0.33	131	
IC3053	G	183.46637	14.22297	15.27	B	0.56	0.35	4	
IC3054	G	183.56012	13.54294	16.33	B	0.68	0.54	158	
IC3055	GTrpl	183.59292	12.09139			0.50			
IC3055 NED01	G	183.59112	12.09056	17.47	B	0.52	0.26	61	
IC3055 NED02	G	183.59212	12.09189			0.12	0.10	88	
IC3055 NED03	G	183.59421	12.09164	16.46	B	0.42	0.29	69	
IC3056	G	183.65392	12.81186	14.84	V	1.30	0.50	62	
IC3057	Other	183.76112	-44.47297						
IC3058	G	183.69771	14.09550	16.29	B	0.54	0.35	127	
IC3059	G	183.72925	13.46053	14.27	V	1.69	1.39	3	
IC3060	G	183.75871	12.54711	14.82	B	0.72	0.53	178	
IC3061	G	183.76850	14.02897	13.61	V	2.22	0.40	120	
IC3062	G	183.77238	13.59475	14.60	B	0.81	0.67	175	
IC3063	G	183.77804	12.01672	14.76	B	0.98	0.49	18	
IC3065	G	183.80233	14.43289	14.39	B	1.24	0.88	179	
IC3066	G	183.81908	13.47314	15.72	B	0.97	0.32	138	
IC3068	G	183.84667	11.51089	16.52	B	0.46	0.21	44	
IC3069	G	183.83279	10.16081	16.58	B	0.50	0.21	111	
IC3073	G	183.89833	13.61917	15.15	B	0.88	0.67	103	
IC3074	G	183.94246	10.69919	14.81	B	0.34	0.29	157	
IC3075	G	183.97954	23.59556	15.13	B	0.93	0.55	62	
IC3077	G	183.98475	14.43303	14.60	B	1.07	0.73	179	
IC3078	G	184.00017	12.68731	15.70	V	0.58	0.50	31	
IC3079	G	184.01721	11.53486	15.29	B	0.71	0.44	22	
IC3080	G	184.01113	14.18939	15.00	B	0.73	0.60	55	
IC3081	G	184.03775	12.69131	15.00	V	0.77	0.40	86	
IC3082	G	184.05042	23.84208	15.91	B	0.67	0.19	8	
IC3083	G	184.08850	12.52778	17.14	B	0.47	0.40	21	
IC3084	G	184.09775	23.91789	15.65	B	0.45	0.34	0	
IC3089	G	184.12375	23.82772	15.67	B	0.73	0.73	58	
IC3091	G	184.12154	14.01236	14.47	B	1.08	0.50	125	
IC3092	G	184.13454	10.04642	16.38	B	0.37	0.26	159	
IC3093	G	184.17650	14.27781	14.79	B	0.37	0.26	177	
IC3094	G	184.23337	13.62542	14.53	B	0.54	0.46	108	
IC3095	G	184.23142	23.95792	15.77	B	0.53	0.36	77	
IC3096	G	184.21817	14.51458	15.18	B	1.11	0.37	96	
IC3097	G	184.25463	9.40756	15.26	B	0.79	0.53	26	
IC3099	G	184.28862	12.45403	14.97	B	1.85	0.33	174	
IC3100	G	184.27312	12.28983	15.09	B	1.41	0.44	58	
IC3101	G	184.33187	11.94347	15.75	B	0.63	0.49	37	
IC3104	G	184.69192	-79.72606	13.66	B	2.40	1.32	42	
IC3105	G	184.39062	12.38811	14.81	B	1.55	0.31	28	
